CustomerKey,LastPurchase,FirstPurchase,FrequencyOrders,MonetaryValue,UnitsPurchased,ActiveMonths,Country,RecencyDays,AverageOrderValue,TenureDays,PurchaseCadenceDays,Cluster,Segment
17603,2023-09-22 14:18:00,2023-09-22 14:18:00,1,394.72,74,1,United Kingdom,79,394.72,0,,3,At Risk
17604,2023-05-06 13:43:00,2023-01-31 15:09:00,2,309.36,169,2,United Kingdom,218,154.68,94,94.0,3,At Risk
17608,2023-11-06 13:06:00,2023-11-06 13:00:00,2,191.99,229,1,United Kingdom,34,95.995,0,0.0,0,Occasional
17609,2023-10-30 12:28:00,2023-01-16 16:23:00,5,1105.78,719,4,United Kingdom,41,221.156,286,71.5,1,Loyal Growth
17611,2023-12-02 13:29:00,2022-12-13 13:52:00,15,3961.12,2550,12,United Kingdom,8,264.07466666666664,353,25.214285714285715,2,Champions
17612,2023-10-17 14:59:00,2023-02-15 10:40:00,6,2048.45,1808,6,United Kingdom,54,341.4083333333333,244,48.8,1,Loyal Growth
17613,2023-11-17 10:51:00,2023-02-07 11:20:00,14,4544.55,2490,9,United Kingdom,23,324.6107142857143,282,21.692307692307693,2,Champions
17614,2023-10-13 16:01:00,2023-10-13 16:01:00,1,386.32,235,1,United Kingdom,58,386.32,0,,3,At Risk
17615,2023-08-01 14:06:00,2023-05-01 15:33:00,3,329.6,140,2,United Kingdom,131,109.86666666666667,91,45.5,3,At Risk
17616,2023-06-19 10:11:00,2022-12-07 10:04:00,3,571.1999999999999,224,3,United Kingdom,174,190.39999999999998,194,97.0,3,At Risk
17618,2023-12-04 11:50:00,2022-12-12 16:05:00,3,930.28,319,3,United Kingdom,6,310.0933333333333,356,178.0,0,Occasional
17619,2023-01-31 14:18:00,2023-01-31 14:18:00,1,214.37,124,1,United Kingdom,313,214.37,0,,3,At Risk
17620,2023-10-11 12:08:00,2023-10-11 12:08:00,1,81.44,60,1,United Kingdom,60,81.44,0,,3,At Risk
17621,2023-11-18 17:11:00,2022-12-20 13:31:00,3,1379.9,514,3,United Kingdom,22,459.9666666666667,333,166.5,1,Loyal Growth
17623,2023-11-07 11:32:00,2023-11-07 11:32:00,1,527.0500000000001,265,1,United Kingdom,33,527.0500000000001,0,,0,Occasional
17624,2023-11-25 10:52:00,2023-05-05 17:59:00,2,843.48,554,2,United Kingdom,15,421.74,203,203.0,0,Occasional
17625,2023-11-21 13:36:00,2023-03-27 12:21:00,4,2020.4,1180,4,United Kingdom,19,505.1,239,79.66666666666667,1,Loyal Growth
17628,2023-09-19 15:21:00,2023-09-19 15:21:00,1,75.75,79,1,United Kingdom,82,75.75,0,,3,At Risk
17629,2023-12-04 10:56:00,2022-12-15 09:58:00,8,1814.12,1629,8,United Kingdom,6,226.765,354,50.57142857142857,2,Champions
17630,2023-06-23 11:58:00,2023-04-21 14:03:00,2,503.59999999999997,158,2,United Kingdom,170,251.8,62,62.0,3,At Risk
17631,2023-12-08 09:47:00,2023-04-21 13:22:00,3,528.33,334,3,United Kingdom,2,176.11,230,115.0,0,Occasional
17633,2023-11-08 13:25:00,2023-08-11 15:43:00,4,1324.84,644,3,United Kingdom,32,331.21,88,29.333333333333332,1,Loyal Growth
17634,2023-11-03 13:09:00,2023-01-06 12:45:00,9,2358.59,838,8,United Kingdom,37,262.0655555555556,301,37.625,1,Loyal Growth
17636,2023-11-20 14:40:00,2023-11-20 14:40:00,1,285.56,182,1,United Kingdom,20,285.56,0,,0,Occasional
17637,2023-11-08 12:51:00,2023-08-16 13:25:00,2,547.0600000000001,280,2,United Kingdom,32,273.53,83,83.0,0,Occasional
17639,2023-03-08 15:22:00,2023-03-08 15:22:00,1,108.5,49,1,United Kingdom,277,108.5,0,,3,At Risk
17640,2023-09-14 09:13:00,2023-09-14 09:13:00,1,621.66,250,1,United Kingdom,87,621.66,0,,3,At Risk
17642,2023-08-12 09:11:00,2023-06-16 12:55:00,2,712.29,474,2,United Kingdom,120,356.145,56,56.0,3,At Risk
17643,2022-12-01 14:38:00,2022-12-01 14:38:00,1,101.55,71,1,United Kingdom,374,101.55,0,,3,At Risk
17644,2023-12-08 13:43:00,2023-03-24 09:44:00,11,2895.64,1793,8,United Kingdom,2,263.24,259,25.9,2,Champions
17646,2023-05-04 13:17:00,2022-12-09 14:28:00,3,1008.39,323,3,United Kingdom,220,336.13000000000005,145,72.5,1,Loyal Growth
17647,2023-10-05 15:38:00,2023-10-05 15:38:00,1,133.06,30,1,United Kingdom,66,133.06,0,,3,At Risk
17648,2023-10-10 09:41:00,2023-04-04 10:29:00,4,1797.5,487,3,United Kingdom,61,449.375,188,62.666666666666664,1,Loyal Growth
17649,2023-07-24 15:53:00,2023-07-24 15:53:00,1,868.49,399,1,United Kingdom,139,868.49,0,,3,At Risk
17650,2023-11-18 14:52:00,2023-11-18 14:52:00,1,166.08,150,1,United Kingdom,22,166.08,0,,0,Occasional
17651,2023-11-28 10:29:00,2023-06-15 15:57:00,10,3945.0,3112,5,United Kingdom,12,394.5,165,18.333333333333332,2,Champions
17652,2023-11-14 12:55:00,2023-03-03 14:05:00,12,4867.72,2509,7,United Kingdom,26,405.6433333333334,255,23.181818181818183,2,Champions
17653,2023-11-03 12:46:00,2023-08-11 15:24:00,4,1207.56,1409,3,United Kingdom,37,301.89000000000004,83,27.666666666666668,1,Loyal Growth
17654,2023-03-07 13:17:00,2023-03-07 13:17:00,1,117.55,41,1,United Kingdom,278,117.55,0,,3,At Risk
17655,2023-11-29 11:34:00,2022-12-08 16:45:00,7,2638.94,1116,6,United Kingdom,11,376.99142857142857,355,59.166666666666664,2,Champions
17656,2023-09-27 13:04:00,2023-08-03 10:45:00,5,1674.69,1399,2,United Kingdom,74,334.938,55,13.75,1,Loyal Growth
17658,2023-11-14 12:07:00,2023-05-12 15:23:00,2,595.42,616,2,United Kingdom,26,297.71,185,185.0,0,Occasional
17659,2023-11-22 13:29:00,2022-12-02 16:46:00,12,2999.46,1525,7,United Kingdom,18,249.955,354,32.18181818181818,2,Champions
17660,2023-07-21 13:37:00,2023-07-21 13:37:00,1,178.75,121,1,United Kingdom,142,178.75,0,,3,At Risk
17663,2023-11-14 08:56:00,2023-02-25 14:11:00,7,1802.91,797,6,United Kingdom,26,257.55857142857144,261,43.5,1,Loyal Growth
17664,2023-11-21 11:29:00,2023-05-11 14:17:00,2,604.64,604,2,United Kingdom,19,302.32,193,193.0,0,Occasional
17666,2023-12-06 09:06:00,2023-10-05 11:06:00,2,728.16,596,2,United Kingdom,4,364.08000000000004,61,61.0,0,Occasional
17667,2023-10-04 14:32:00,2023-02-14 09:24:00,5,2055.51,1033,4,United Kingdom,67,411.10200000000003,232,58.0,1,Loyal Growth
17668,2023-12-08 13:25:00,2023-11-01 14:45:00,2,347.75,93,2,United Kingdom,2,173.875,36,36.0,0,Occasional
17669,2023-10-28 08:53:00,2023-04-04 10:11:00,7,3406.7200000000003,1916,6,United Kingdom,43,486.67428571428576,206,34.333333333333336,1,Loyal Growth
17670,2023-04-26 09:12:00,2023-04-26 09:12:00,1,205.7,110,1,United Kingdom,228,205.7,0,,3,At Risk
17671,2023-11-24 12:21:00,2022-12-09 14:27:00,4,1572.71,772,4,United Kingdom,16,393.1775,349,116.33333333333333,1,Loyal Growth
17672,2023-10-20 14:18:00,2023-02-03 13:29:00,2,3178.17,1690,2,United Kingdom,51,1589.085,259,259.0,1,Loyal Growth
17673,2023-12-08 12:50:00,2023-01-23 15:16:00,6,1594.97,1462,5,United Kingdom,2,265.8283333333333,318,63.6,2,Champions
17674,2023-09-26 13:35:00,2022-12-06 10:20:00,2,551.04,672,2,United Kingdom,75,275.52,294,294.0,3,At Risk
17675,2023-12-08 18:03:00,2022-12-07 13:22:00,31,20374.28,8360,13,United Kingdom,2,657.2348387096774,366,12.2,2,Champions
17676,2023-12-05 15:16:00,2022-12-08 13:49:00,6,1371.18,922,4,United Kingdom,5,228.53,362,72.4,2,Champions
17677,2023-12-08 09:56:00,2022-12-06 08:42:00,30,16345.38,9772,13,United Kingdom,2,544.846,367,12.655172413793103,2,Champions
17678,2023-03-21 11:52:00,2023-03-21 11:52:00,1,298.11,207,1,United Kingdom,264,298.11,0,,3,At Risk
17679,2023-10-18 07:43:00,2023-09-15 10:35:00,2,1992.1100000000001,729,2,United Kingdom,53,996.0550000000001,32,32.0,1,Loyal Growth
17680,2023-11-16 12:42:00,2023-11-16 12:42:00,1,184.4,96,1,United Kingdom,24,184.4,0,,0,Occasional
17682,2023-11-29 15:59:00,2022-12-06 13:35:00,6,2474.33,1367,6,United Kingdom,11,412.3883333333333,358,71.6,2,Champions
17684,2023-10-27 11:10:00,2023-10-27 11:10:00,1,239.41,145,1,United Kingdom,44,239.41,0,,3,At Risk
17685,2023-11-23 11:36:00,2022-12-02 14:42:00,7,3155.83,1907,6,United Kingdom,17,450.8328571428571,355,59.166666666666664,2,Champions
17686,2023-12-02 15:39:00,2023-02-10 10:18:00,7,5739.46,2478,5,United Kingdom,8,819.9228571428572,295,49.166666666666664,2,Champions
17690,2023-11-09 15:17:00,2022-12-01 16:15:00,15,4726.8,1769,9,United Kingdom,31,315.12,342,24.428571428571427,2,Champions
17691,2022-12-16 17:20:00,2022-12-06 11:10:00,2,290.40000000000003,134,1,United Kingdom,359,145.2,10,10.0,3,At Risk
17692,2023-08-04 14:01:00,2022-12-15 13:37:00,4,740.9399999999999,672,4,United Kingdom,128,185.23499999999999,232,77.33333333333333,1,Loyal Growth
17693,2023-07-25 15:48:00,2023-07-25 15:48:00,1,200.47,231,1,United Kingdom,138,200.47,0,,3,At Risk
17694,2023-07-21 12:00:00,2023-07-21 12:00:00,1,283.12,184,1,United Kingdom,142,283.12,0,,3,At Risk
17695,2023-07-31 10:40:00,2023-06-21 12:35:00,2,765.34,779,2,United Kingdom,132,382.67,39,39.0,3,At Risk
17696,2023-11-01 13:43:00,2022-12-10 09:51:00,8,2285.71,1756,6,United Kingdom,39,285.71375,326,46.57142857142857,1,Loyal Growth
17697,2023-04-17 15:40:00,2023-04-17 15:40:00,1,338.95,93,1,United Kingdom,237,338.95,0,,3,At Risk
17698,2023-03-24 11:34:00,2023-03-24 11:34:00,1,154.95,93,1,United Kingdom,261,154.95,0,,3,At Risk
17700,2023-11-23 11:51:00,2023-03-03 16:34:00,4,2534.64,1266,4,United Kingdom,17,633.6600000000001,264,88.0,1,Loyal Growth
17701,2023-04-01 12:25:00,2023-04-01 12:25:00,1,417.95,109,1,United Kingdom,253,417.95,0,,3,At Risk
17702,2023-11-09 16:03:00,2023-05-17 16:23:00,4,1824.37,1353,4,United Kingdom,31,456.0925,175,58.333333333333336,1,Loyal Growth
17703,2023-11-04 15:51:00,2023-07-24 13:30:00,3,798.74,590,3,United Kingdom,36,266.24666666666667,103,51.5,1,Loyal Growth
17704,2023-06-24 09:40:00,2023-04-14 09:28:00,2,885.19,343,2,United Kingdom,169,442.595,71,71.0,3,At Risk
17705,2023-12-06 13:45:00,2023-02-11 10:57:00,9,1823.52,963,8,United Kingdom,4,202.61333333333334,298,37.25,2,Champions
17706,2023-12-05 13:34:00,2022-12-08 11:02:00,17,10504.49,3899,7,United Kingdom,5,617.9111764705882,362,22.625,2,Champions
17707,2023-06-07 15:03:00,2023-01-07 13:30:00,2,152.4,144,2,United Kingdom,186,76.2,151,151.0,3,At Risk
17708,2023-06-05 10:12:00,2023-01-19 10:09:00,2,263.33,90,2,United Kingdom,188,131.665,137,137.0,3,At Risk
17709,2023-06-23 11:55:00,2023-06-23 11:55:00,1,137.45,17,1,United Kingdom,170,137.45,0,,3,At Risk
17711,2023-11-29 11:40:00,2023-02-23 11:32:00,2,385.1,246,2,United Kingdom,11,192.55,279,279.0,0,Occasional
17712,2023-10-26 12:28:00,2023-10-26 12:28:00,1,522.91,215,1,United Kingdom,45,522.91,0,,0,Occasional
17714,2023-01-23 10:32:00,2023-01-23 10:32:00,1,153.0,92,1,United Kingdom,321,153.0,0,,3,At Risk
17715,2023-05-23 12:32:00,2023-05-23 12:32:00,1,326.4,384,1,United Kingdom,201,326.4,0,,3,At Risk
17716,2023-11-17 12:00:00,2023-03-17 10:38:00,11,5655.99,3072,6,United Kingdom,23,514.180909090909,245,24.5,2,Champions
17718,2023-04-21 13:39:00,2023-04-21 13:39:00,1,139.35,83,1,United Kingdom,233,139.35,0,,3,At Risk
17719,2023-11-02 10:36:00,2023-03-29 11:29:00,15,5396.04,2466,8,United Kingdom,38,359.736,217,15.5,2,Champions
17720,2023-11-13 15:04:00,2022-12-07 10:43:00,4,1195.94,576,4,United Kingdom,27,298.985,341,113.66666666666667,1,Loyal Growth
17722,2023-09-04 15:22:00,2022-12-08 12:41:00,4,2424.04,1595,4,United Kingdom,97,606.01,270,90.0,1,Loyal Growth
17723,2023-08-04 18:37:00,2023-05-09 14:44:00,6,3276.4000000000005,792,4,United Kingdom,128,546.0666666666667,87,17.4,1,Loyal Growth
17724,2023-09-29 15:26:00,2023-07-24 13:26:00,3,1033.0,300,2,United Kingdom,72,344.3333333333333,67,33.5,1,Loyal Growth
17725,2023-11-23 16:34:00,2023-03-17 19:47:00,11,3439.08,2162,9,United Kingdom,17,312.64363636363635,250,25.0,2,Champions
17727,2023-11-24 17:06:00,2023-11-24 17:06:00,1,1060.25,645,1,United Kingdom,16,1060.25,0,,0,Occasional
17728,2023-12-06 08:52:00,2023-09-14 11:39:00,3,2876.01,1469,3,United Kingdom,4,958.67,82,41.0,2,Champions
17730,2023-12-06 15:43:00,2023-01-17 14:49:00,13,5298.4800000000005,3576,10,United Kingdom,4,407.5753846153847,323,26.916666666666668,2,Champions
17731,2023-09-21 15:02:00,2023-06-09 14:18:00,4,1240.11,493,3,United Kingdom,80,310.02750000000003,104,34.666666666666664,1,Loyal Growth
17732,2022-12-02 09:29:00,2022-12-02 09:29:00,1,303.97,93,1,United Kingdom,373,303.97,0,,3,At Risk
17733,2023-11-01 08:16:00,2023-03-23 09:54:00,2,692.19,463,2,United Kingdom,39,346.095,222,222.0,0,Occasional
17734,2023-10-17 12:33:00,2023-04-20 10:04:00,3,700.63,422,3,United Kingdom,54,233.54333333333332,180,90.0,1,Loyal Growth
17735,2023-12-07 16:47:00,2022-12-07 10:32:00,19,13110.02,8439,13,United Kingdom,3,690.001052631579,365,20.27777777777778,2,Champions
17736,2023-11-30 15:36:00,2023-08-18 14:33:00,3,377.44,238,3,United Kingdom,10,125.81333333333333,104,52.0,0,Occasional
17737,2023-11-30 15:16:00,2023-10-12 14:42:00,2,168.24,108,2,United Kingdom,10,84.12,49,49.0,0,Occasional
17738,2023-11-20 15:05:00,2023-03-02 16:26:00,4,1879.05,1029,3,United Kingdom,20,469.7625,262,87.33333333333333,1,Loyal Growth
17739,2023-11-28 09:12:00,2022-12-14 14:26:00,7,2791.35,861,6,United Kingdom,12,398.7642857142857,348,58.0,2,Champions
17742,2023-08-18 15:28:00,2023-01-11 10:04:00,2,355.11,89,2,United Kingdom,114,177.555,219,219.0,3,At Risk
17744,2023-12-06 12:11:00,2022-12-16 14:17:00,6,2322.4,3412,5,United Kingdom,4,387.06666666666666,354,70.8,2,Champions
17746,2023-04-13 14:31:00,2023-04-13 14:31:00,1,110.25,29,1,United Kingdom,241,110.25,0,,3,At Risk
17747,2023-08-19 08:13:00,2023-08-19 08:13:00,1,71.4,12,1,United Kingdom,113,71.4,0,,3,At Risk
17749,2023-06-14 15:45:00,2023-03-28 13:39:00,2,674.52,320,2,United Kingdom,179,337.26,78,78.0,3,At Risk
17750,2023-12-04 14:09:00,2023-06-28 15:44:00,9,1710.45,3747,7,United Kingdom,6,190.05,158,19.75,2,Champions
17752,2022-12-15 16:19:00,2022-12-15 16:19:00,1,80.64,192,1,United Kingdom,360,80.64,0,,3,At Risk
17754,2023-12-09 11:20:00,2023-03-24 13:54:00,5,1664.65,1816,5,United Kingdom,1,332.93,259,64.75,2,Champions
17757,2023-12-08 15:31:00,2022-12-02 17:17:00,30,5593.39,3318,13,United Kingdom,2,186.44633333333334,370,12.758620689655173,2,Champions
17758,2023-11-20 14:45:00,2023-04-03 15:22:00,8,3408.2000000000003,2054,6,United Kingdom,20,426.025,230,32.857142857142854,2,Champions
17759,2023-11-22 16:02:00,2023-06-23 13:35:00,3,819.96,697,2,United Kingdom,18,273.32,152,76.0,0,Occasional
17760,2023-11-18 10:56:00,2022-12-01 15:08:00,2,287.59,239,2,United Kingdom,22,143.795,351,351.0,0,Occasional
17761,2023-11-07 10:23:00,2023-11-07 10:23:00,1,712.78,398,1,United Kingdom,33,712.78,0,,0,Occasional
17763,2023-03-21 14:25:00,2023-03-21 14:25:00,1,15.0,12,1,United Kingdom,264,15.0,0,,3,At Risk
17764,2023-10-20 11:03:00,2023-05-12 16:11:00,2,772.55,351,2,United Kingdom,51,386.275,160,160.0,1,Loyal Growth
17765,2023-07-04 12:41:00,2023-03-28 11:58:00,3,367.63,143,3,United Kingdom,159,122.54333333333334,98,49.0,3,At Risk
17767,2023-11-24 14:42:00,2023-11-24 14:42:00,1,271.2,128,1,United Kingdom,16,271.2,0,,0,Occasional
17768,2023-12-01 13:22:00,2023-06-26 13:46:00,3,2081.9,1122,3,United Kingdom,9,693.9666666666667,157,78.5,1,Loyal Growth
17769,2023-11-27 11:18:00,2023-01-23 11:15:00,10,3957.43,1850,6,United Kingdom,13,395.74300000000005,308,34.22222222222222,2,Champions
17770,2023-05-25 12:34:00,2023-03-02 13:35:00,5,1143.27,365,2,United Kingdom,199,228.654,83,20.75,1,Loyal Growth
17771,2023-10-14 11:43:00,2023-01-20 14:13:00,2,245.81,287,2,United Kingdom,57,122.905,266,266.0,3,At Risk
17772,2023-11-29 11:05:00,2023-11-29 10:57:00,2,173.45,55,1,United Kingdom,11,86.72500000000001,0,0.0,0,Occasional
17774,2023-09-04 12:49:00,2023-02-07 13:13:00,4,1213.73,508,4,United Kingdom,97,303.4325,208,69.33333333333333,1,Loyal Growth
17775,2023-03-30 10:50:00,2023-03-30 10:50:00,1,56.4,72,1,United Kingdom,255,56.4,0,,3,At Risk
17777,2023-11-15 12:02:00,2023-08-31 14:35:00,3,647.56,501,3,United Kingdom,25,215.85333333333332,75,37.5,0,Occasional
17779,2023-11-18 14:15:00,2023-07-19 12:19:00,3,650.32,396,3,United Kingdom,22,216.7733333333333,122,61.0,0,Occasional
17781,2023-07-03 16:00:00,2023-03-31 19:54:00,2,188.02,34,2,United Kingdom,160,94.00999999999999,93,93.0,3,At Risk
17783,2023-09-28 16:07:00,2023-04-06 10:07:00,2,283.47,354,2,United Kingdom,73,141.735,175,175.0,3,At Risk
17785,2023-10-17 13:43:00,2023-10-17 13:43:00,1,131.94,67,1,United Kingdom,54,131.94,0,,3,At Risk
17786,2023-09-15 12:51:00,2023-01-26 14:35:00,2,266.85,195,2,United Kingdom,86,133.425,231,231.0,3,At Risk
17787,2023-07-10 11:24:00,2022-12-03 13:43:00,4,1817.54,896,4,United Kingdom,153,454.385,218,72.66666666666667,1,Loyal Growth
17788,2023-09-27 10:09:00,2023-08-02 10:38:00,2,1117.9,211,2,United Kingdom,74,558.95,55,55.0,1,Loyal Growth
17789,2023-03-03 13:14:00,2023-03-03 13:14:00,1,225.9,74,1,United Kingdom,282,225.9,0,,3,At Risk
17790,2023-11-13 11:30:00,2022-12-10 10:47:00,14,1964.3,835,8,United Kingdom,27,140.30714285714288,338,26.0,2,Champions
17791,2023-11-10 12:09:00,2023-11-10 12:09:00,1,106.1,46,1,United Kingdom,30,106.1,0,,0,Occasional
17793,2023-11-14 14:24:00,2023-11-14 14:24:00,1,300.34,226,1,United Kingdom,26,300.34,0,,0,Occasional
17795,2023-06-13 12:36:00,2023-03-20 12:02:00,2,342.83,305,2,United Kingdom,180,171.41500000000002,85,85.0,3,At Risk
17796,2023-10-30 15:38:00,2022-12-05 12:23:00,4,690.0,176,3,United Kingdom,41,172.5,329,109.66666666666667,1,Loyal Growth
17797,2023-11-17 13:21:00,2023-06-10 11:29:00,3,780.43,498,2,United Kingdom,23,260.1433333333334,160,80.0,0,Occasional
17799,2023-11-17 15:16:00,2022-12-13 13:10:00,10,3039.17,1753,7,United Kingdom,23,303.91700000000003,339,37.666666666666664,2,Champions
17800,2023-11-02 12:57:00,2023-01-09 13:50:00,9,1187.21,732,8,United Kingdom,38,131.91222222222223,296,37.0,1,Loyal Growth
17802,2023-09-18 14:56:00,2022-12-02 13:44:00,3,1285.04,752,3,United Kingdom,83,428.34666666666664,290,145.0,1,Loyal Growth
17805,2023-09-27 11:49:00,2023-09-27 11:49:00,1,512.31,478,1,United Kingdom,74,512.31,0,,3,At Risk
17806,2023-11-28 14:12:00,2023-11-28 14:12:00,1,546.04,727,1,United Kingdom,12,546.04,0,,0,Occasional
17809,2023-11-23 12:59:00,2022-12-01 09:41:00,12,5411.91,2057,8,United Kingdom,17,450.9925,357,32.45454545454545,2,Champions
17811,2023-12-05 13:46:00,2023-01-10 10:58:00,39,7761.82,4146,12,United Kingdom,5,199.02102564102566,329,8.657894736842104,2,Champions
17812,2023-11-27 11:47:00,2022-12-06 15:27:00,4,699.81,329,2,United Kingdom,13,174.9525,355,118.33333333333333,0,Occasional
17813,2023-11-25 16:13:00,2023-09-29 15:57:00,5,1698.07,752,3,United Kingdom,15,339.614,57,14.25,1,Loyal Growth
17816,2023-11-03 11:34:00,2022-12-09 14:10:00,4,36.56,30,4,United Kingdom,37,9.14,328,109.33333333333333,0,Occasional
17817,2023-12-05 14:39:00,2023-03-07 17:30:00,3,387.68,67,2,United Kingdom,5,129.22666666666666,272,136.0,0,Occasional
17819,2023-09-29 10:52:00,2022-12-03 14:26:00,7,3704.87,1031,6,United Kingdom,72,529.2671428571429,299,49.833333333333336,1,Loyal Growth
17824,2023-10-19 14:14:00,2023-10-19 14:14:00,1,298.4,408,1,United Kingdom,52,298.4,0,,3,At Risk
17827,2023-12-04 15:00:00,2022-12-10 10:18:00,5,1987.33,1240,3,United Kingdom,6,397.466,359,89.75,2,Champions
17828,2023-11-17 08:41:00,2023-06-08 08:31:00,4,1820.09,667,3,Malta,23,455.0225,162,54.0,1,Loyal Growth
17829,2023-02-14 12:46:00,2023-02-14 12:46:00,1,889.24,496,1,United Arab Emirates,299,889.24,0,,3,At Risk
17830,2023-12-08 12:28:00,2023-02-24 10:15:00,3,398.7,92,3,United Kingdom,2,132.9,287,143.5,0,Occasional
17831,2023-11-06 15:09:00,2023-11-06 15:09:00,1,35.400000000000006,12,1,United Kingdom,34,35.400000000000006,0,,3,At Risk
17832,2023-10-21 11:43:00,2023-10-21 11:43:00,1,155.37,208,1,United Kingdom,50,155.37,0,,3,At Risk
17835,2023-12-07 11:48:00,2023-11-16 16:30:00,3,342.24,344,2,United Kingdom,3,114.08,20,10.0,0,Occasional
17836,2023-10-23 16:13:00,2023-10-23 16:13:00,1,110.21000000000001,88,1,United Kingdom,48,110.21000000000001,0,,3,At Risk
17837,2023-10-28 16:13:00,2023-06-29 16:44:00,8,1541.23,510,4,United Kingdom,43,192.65375,120,17.142857142857142,1,Loyal Growth
17838,2023-11-13 11:20:00,2022-12-02 15:55:00,5,2720.8,1831,4,United Kingdom,27,544.1600000000001,345,86.25,1,Loyal Growth
17839,2023-10-28 17:27:00,2023-10-28 17:27:00,1,318.15,257,1,United Kingdom,43,318.15,0,,0,Occasional
17841,2023-12-08 12:07:00,2022-12-01 14:41:00,124,40519.84,22834,13,United Kingdom,2,326.77290322580643,371,3.016260162601626,2,Champions
17843,2023-02-09 15:33:00,2023-02-09 15:33:00,1,205.48,113,1,United Kingdom,304,205.48,0,,3,At Risk
17844,2023-08-25 11:27:00,2023-08-25 11:27:00,1,51.559999999999995,52,1,Canada,107,51.559999999999995,0,,3,At Risk
17846,2023-09-15 15:20:00,2023-09-15 15:20:00,1,2033.1,1,1,United Kingdom,86,2033.1,0,,1,Loyal Growth
17848,2023-09-19 16:49:00,2022-12-16 18:38:00,9,901.1999999999999,398,8,United Kingdom,82,100.13333333333333,276,34.5,1,Loyal Growth
17849,2023-05-05 13:46:00,2023-01-10 11:59:00,4,605.8000000000001,114,4,United Kingdom,219,151.45,115,38.333333333333336,1,Loyal Growth
17850,2022-12-02 15:27:00,2022-12-01 08:26:00,34,5391.21,1733,1,United Kingdom,373,158.565,1,0.030303030303030304,2,Champions
17852,2023-11-28 12:36:00,2023-11-28 12:31:00,2,114.34,53,1,United Kingdom,12,57.17,0,0.0,0,Occasional
17854,2023-06-07 16:21:00,2023-04-26 16:53:00,2,311.26,84,2,United Kingdom,186,155.63,41,41.0,3,At Risk
17855,2022-12-02 09:44:00,2022-12-02 09:44:00,1,208.97,197,1,United Kingdom,373,208.97,0,,3,At Risk
17856,2023-12-08 09:40:00,2023-03-03 11:40:00,4,1418.03,842,3,United Kingdom,2,354.5075,279,93.0,2,Champions
17857,2023-12-05 13:13:00,2022-12-09 11:35:00,23,26879.04,19256,11,United Kingdom,5,1168.6539130434783,361,16.40909090909091,2,Champions
17858,2023-12-04 11:56:00,2022-12-05 13:08:00,12,5140.66,2694,9,United Kingdom,6,428.3883333333333,363,33.0,2,Champions
17859,2023-02-08 10:32:00,2023-02-08 10:32:00,1,141.92000000000002,102,1,United Kingdom,305,141.92000000000002,0,,3,At Risk
17860,2022-12-06 12:41:00,2022-12-06 12:41:00,1,226.45000000000002,93,1,United Kingdom,369,226.45000000000002,0,,3,At Risk
17861,2023-12-06 16:21:00,2023-01-24 11:34:00,8,2097.88,1985,5,United Kingdom,4,262.235,316,45.142857142857146,2,Champions
17862,2023-01-20 12:23:00,2023-01-20 12:23:00,1,330.9,100,1,United Kingdom,324,330.9,0,,3,At Risk
17863,2023-10-11 13:45:00,2022-12-05 13:21:00,6,3160.0,2638,6,United Kingdom,60,526.6666666666666,310,62.0,1,Loyal Growth
17864,2023-11-27 11:15:00,2023-03-09 11:44:00,3,554.85,706,3,United Kingdom,13,184.95000000000002,262,131.0,0,Occasional
17865,2023-11-09 12:08:00,2022-12-10 14:53:00,20,10526.32,5757,11,United Kingdom,31,526.316,333,17.526315789473685,2,Champions
17866,2023-07-20 11:07:00,2023-07-20 11:07:00,1,329.65,174,1,United Kingdom,143,329.65,0,,3,At Risk
17867,2023-11-09 14:15:00,2023-02-24 12:25:00,6,1157.8700000000001,508,4,United Kingdom,31,192.97833333333335,258,51.6,1,Loyal Growth
17869,2023-08-24 16:16:00,2022-12-06 17:16:00,5,428.18,111,4,United Kingdom,108,85.636,260,65.0,1,Loyal Growth
17870,2023-12-07 15:07:00,2022-12-08 08:12:00,12,1865.89,1351,7,United Kingdom,3,155.49083333333334,364,33.09090909090909,2,Champions
17871,2023-05-19 11:32:00,2023-05-19 11:32:00,1,155.9,182,1,United Kingdom,205,155.9,0,,3,At Risk
17873,2023-09-20 16:41:00,2022-12-01 14:54:00,5,1848.96,1035,5,United Kingdom,81,369.79200000000003,293,73.25,1,Loyal Growth
17874,2023-06-07 12:54:00,2023-03-29 11:25:00,6,683.46,221,3,United Kingdom,186,113.91000000000001,70,14.0,1,Loyal Growth
17877,2023-06-22 13:00:00,2023-06-22 13:00:00,1,237.61,98,1,United Kingdom,171,237.61,0,,3,At Risk
17878,2023-10-27 11:24:00,2023-10-27 11:24:00,1,379.45,401,1,United Kingdom,44,379.45,0,,0,Occasional
17879,2023-06-19 12:36:00,2023-06-19 12:36:00,1,178.51999999999998,45,1,United Kingdom,174,178.51999999999998,0,,3,At Risk
17880,2022-12-10 10:21:00,2022-12-10 10:21:00,1,458.92,314,1,United Kingdom,365,458.92,0,,3,At Risk
17881,2023-02-08 17:16:00,2023-02-08 17:16:00,1,133.35000000000002,32,1,United Kingdom,305,133.35000000000002,0,,3,At Risk
17883,2023-12-06 17:49:00,2023-04-07 19:16:00,4,664.34,374,4,United Kingdom,4,166.085,242,80.66666666666667,0,Occasional
